,lot,am_or_pm,browser_info,company,credit_card,cc_exp_date,cc_security_code,cc_provider,job,ip_address,language,purchase_price
111,96 pV,PM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5320 (KHTML, like Gecko) Chrome/15.0.822.0 Safari/5320","Kline, Stout and Conrad",6011099548753157,05/21,516,Diners Club / Carte Blanche,Geophysical data processor,16.199.254.241,en,39.0
112,46 ZZ,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9 rv:2.0; it-IT) AppleWebKit/532.42.1 (KHTML, like Gecko) Version/4.0 Safari/532.42.1",Kelley-Jackson,3112230718725791,10/17,553,VISA 13 digit,Multimedia programmer,194.147.152.122,en,31.48
113,76 UK,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6 rv:6.0; en-US) AppleWebKit/532.6.4 (KHTML, like Gecko) Version/4.1 Safari/532.6.4",Webb-Landry,5139494321155176,06/20,7237,Mastercard,Intelligence analyst,222.175.0.83,es,11.21
114,72 zO,AM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5331 (KHTML, like Gecko) Chrome/14.0.894.0 Safari/5331",Mcbride and Sons,210064795352915,08/18,9413,Maestro,Research scientist (maths),205.48.101.138,pt,77.75
115,33 kR,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.0),Herrera-Mclean,869931738337522,05/25,86,VISA 16 digit,Social worker,200.14.21.225,en,68.63
116,83 wD,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),Anderson-Miller,4800856721908977,05/19,396,Diners Club / Carte Blanche,Camera operator,217.100.13.4,it,93.69
117,95 Os,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/13.0.860.0 Safari/5311","Martinez, Rodriguez and Romero",4723833428371,10/18,140,Maestro,Interpreter,126.111.34.193,en,64.15
118,81 DC,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/15.0.818.0 Safari/5341","Richardson, Moore and Dunn",4534735510355991,08/18,3257,Maestro,Furniture designer,9.61.135.107,zh,43.29
119,24 Ye,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0 rv:4.0; sl-SI) AppleWebKit/533.20.7 (KHTML, like Gecko) Version/4.1 Safari/533.20.7",Horne Group,210014710207975,09/21,745,VISA 16 digit,Commercial horticulturist,164.210.51.63,en,74.0
120,78 RT,PM,Opera/9.98.(Windows NT 6.1; sl-SI) Presto/2.9.172 Version/10.00,Green-Jones,4290973020590,07/24,5148,Mastercard,"Scientist, product/process development",97.203.81.230,en,93.7
121,45 nT,PM,Mozilla/5.0 (Windows CE; sl-SI; rv:1.9.1.20) Gecko/2015-06-16 16:34:56 Firefox/15.0,Flores-Hill,180035678800879,03/19,667,Mastercard,Surgeon,89.88.6.235,fr,54.69
122,30 xx,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.14.1 (KHTML, like Gecko) Version/5.0.5 Safari/532.14.1",Fox-Donovan,210014379311217,03/23,184,JCB 15 digit,"Psychotherapist, dance movement",64.255.151.180,el,35.79
123,01 Gx,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),Weiss-Scott,4902917815801150,03/24,882,Maestro,Information systems manager,169.221.7.42,en,49.88
124,41 dI,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1; rv:1.9.6.20) Gecko/2014-09-05 18:39:02 Firefox/11.0,Hernandez Inc,869969318077811,01/24,695,Diners Club / Carte Blanche,Music tutor,55.109.114.9,pt,90.85
125,94 Nz,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),Welch LLC,30089253048265,06/22,521,VISA 16 digit,"Merchandiser, retail",49.21.44.110,pt,36.28
126,14 kw,PM,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.46.4 (KHTML, like Gecko) Version/4.1 Safari/531.46.4",Griffin Ltd,869966809631536,11/20,320,Diners Club / Carte Blanche,Insurance risk surveyor,244.230.168.191,zh,96.36
127,40 Fs,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2012-09-01 02:22:44 Firefox/14.0,Gibson Inc,4197710961431995,09/19,400,Mastercard,Armed forces operational officer,120.46.230.44,ru,63.31
128,65 oK,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sl-SI) AppleWebKit/531.34.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6531.34.4",Mcconnell Inc,4212977686904876,06/19,986,JCB 16 digit,Homeopath,255.224.209.181,es,97.75
129,56 CZ,PM,Opera/8.18.(Windows NT 5.0; en-US) Presto/2.9.167 Version/10.00,Pollard Ltd,180068607339958,07/24,449,VISA 13 digit,Animal nutritionist,32.13.250.23,ru,10.6
130,29 QF,AM,Mozilla/5.0 (Windows NT 4.0; en-US; rv:1.9.2.20) Gecko/2010-10-22 04:13:21 Firefox/3.6.16,Prince Group,6011924488222881,07/21,320,JCB 16 digit,Tourism officer,46.144.112.139,en,43.13
131,62 Qv,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:6.0; it-IT) AppleWebKit/533.9.5 (KHTML, like Gecko) Version/4.0.3 Safari/533.9.5",Wilson PLC,6011750168654006,10/24,973,Voyager,Cabin crew,232.233.32.33,es,53.36
132,03 YB,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2015-08-21 10:22:20 Firefox/14.0,"Ray, Lopez and Duncan",6011107790564386,08/25,314,Maestro,Psychiatric nurse,84.244.2.34,de,78.06
133,96 uq,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),"Lozano, Coleman and Miller",4314744041898061,07/22,955,American Express,Magazine features editor,32.139.253.104,zh,82.45
134,87 FD,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.35.5 (KHTML, like Gecko) Version/5.0.5 Safari/534.35.5","Bryant, Jackson and Perry",344022312352569,10/16,407,VISA 16 digit,Chartered management accountant,172.158.48.91,de,16.52
135,78 mJ,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.883.0 Safari/5340",Brady-Rose,30167141113366,09/17,987,Discover,Market researcher,126.152.5.183,it,30.08
136,91 wd,PM,"Mozilla/5.0 (Windows CE) AppleWebKit/5342 (KHTML, like Gecko) Chrome/13.0.849.0 Safari/5342","Sharp, Tapia and Brown",4008474117909,03/23,8,American Express,Mudlogger,245.22.216.6,pt,58.57
137,39 lw,PM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3; rv:1.9.4.20) Gecko/2012-10-14 14:31:56 Firefox/3.6.4,Collins PLC,5239018623217886,02/18,912,JCB 16 digit,Textile designer,233.158.133.61,es,14.21
138,84 lB,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),Floyd LLC,4175019082437659,05/25,833,Voyager,Video editor,240.82.127.83,el,81.48
139,86 qS,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0) AppleWebKit/5322 (KHTML, like Gecko) Chrome/15.0.826.0 Safari/5322",Goodwin PLC,4432476201868819,06/17,550,Maestro,"Restaurant manager, fast food",94.178.63.209,ru,6.1
140,29 Fs,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.0),Lee-Martin,869943352728670,09/18,914,Diners Club / Carte Blanche,Medical laboratory scientific officer,59.238.104.244,fr,65.27
141,21 RG,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5342 (KHTML, like Gecko) Chrome/13.0.815.0 Safari/5342",Martinez Inc,347767946733850,02/26,700,American Express,Chartered public finance accountant,207.152.113.150,pt,75.94
142,66 bw,PM,Mozilla/5.0 (Windows 98; Win 9x 4.90; sl-SI; rv:1.9.2.20) Gecko/2010-04-17 12:22:52 Firefox/3.8,Beard-Klein,342908008915515,05/22,613,Maestro,Financial trader,222.137.113.121,es,93.93
143,51 hF,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-10-15 14:16:15 Firefox/3.6.8,Wong LLC,5565281591099066,04/25,580,JCB 15 digit,"Scientist, marine",222.113.233.113,de,86.43
144,82 sr,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; it-IT) AppleWebKit/534.32.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.32.4",Cardenas Ltd,3337809397932973,07/23,954,VISA 13 digit,Environmental manager,232.85.102.25,de,29.6
145,76 ZL,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2 rv:6.0; it-IT) AppleWebKit/534.6.5 (KHTML, like Gecko) Version/4.0.5 Safari/534.6.5",Miller-Hill,30432353421133,12/19,770,VISA 13 digit,Community education officer,61.106.102.37,fr,99.1
146,78 xr,PM,Opera/9.33.(Windows NT 6.1; it-IT) Presto/2.9.165 Version/11.00,"Thompson, Yang and Bailey",869931007414432,10/18,89,JCB 15 digit,"Administrator, arts",13.229.99.229,fr,88.59
147,02 nY,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8; rv:1.9.4.20) Gecko/2013-12-16 15:17:47 Firefox/3.6.11,Mitchell-Saunders,4206028839791154,01/21,463,Maestro,Solicitor,60.198.92.190,fr,58.62
148,80 Fu,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4; rv:1.9.6.20) Gecko/2015-04-12 15:14:54 Firefox/3.8,Perez-Goodman,30377759915149,01/26,735,Discover,"Psychologist, clinical",244.92.34.46,pt,73.82
149,88 hm,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),"Mack, Smith and Robinson",869909671519918,07/19,201,Discover,Occupational therapist,87.46.58.190,en,55.68
150,61 Pd,PM,Opera/9.88.(X11; Linux i686; sl-SI) Presto/2.9.180 Version/12.00,Bailey-Evans,4063578446529415,12/22,718,Mastercard,Retail merchandiser,139.207.60.93,zh,0.96
151,12 ao,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.1),Brown Inc,3528956506752070,01/22,76,American Express,Mental health nurse,44.130.89.229,zh,10.49
152,74 gL,PM,Opera/8.67.(X11; Linux i686; sl-SI) Presto/2.9.190 Version/10.00,Rivas-Wilson,210085483224090,01/23,724,Discover,Ophthalmologist,168.168.118.228,fr,71.44
153,92 OX,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1) AppleWebKit/5331 (KHTML, like Gecko) Chrome/13.0.880.0 Safari/5331",Riddle Group,6011151190302989,08/23,5,VISA 13 digit,"Presenter, broadcasting",185.251.102.65,it,71.07
154,70 iP,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.50.1 (KHTML, like Gecko) Version/4.0 Safari/531.50.1",Anderson Inc,4856082302705962,10/19,214,JCB 16 digit,Insurance underwriter,142.49.248.15,fr,16.5
155,18 ou,PM,Opera/9.20.(X11; Linux i686; it-IT) Presto/2.9.183 Version/10.00,Mendoza Inc,4672010364988798,12/19,326,VISA 16 digit,"Engineer, aeronautical",239.252.210.126,ru,20.42
156,11 Iu,AM,Opera/9.87.(X11; Linux x86_64; sl-SI) Presto/2.9.189 Version/12.00,"Harris, Cobb and Cooper",4158719981529883,01/22,126,VISA 16 digit,Chartered accountant,54.228.255.135,en,93.81
157,90 Wg,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5; rv:1.9.5.20) Gecko/2013-12-28 09:15:44 Firefox/5.0,Gonzales-Harris,4973876792065227,03/26,6254,Diners Club / Carte Blanche,Environmental health practitioner,54.77.110.156,it,78.9
158,69 LE,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),Flores PLC,6011825021141720,01/18,538,Voyager,Field seismologist,228.139.68.105,en,91.08
159,37 SP,PM,Opera/9.64.(X11; Linux i686; sl-SI) Presto/2.9.184 Version/11.00,"Hall, Williams and Hurst",502092016158,09/17,114,Mastercard,Research scientist (life sciences),60.77.248.249,en,81.25
160,62 rD,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2011-08-13 08:02:29 Firefox/3.6.5,"Moore, Allen and Lowe",374583321363148,10/22,124,American Express,Wellsite geologist,166.79.49.68,el,41.0
161,57 JY,PM,Opera/9.54.(X11; Linux x86_64; sl-SI) Presto/2.9.168 Version/10.00,Baker LLC,30598655564273,09/21,467,JCB 16 digit,Insurance risk surveyor,249.64.189.35,fr,29.77
162,61 zV,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3 rv:3.0; en-US) AppleWebKit/534.36.4 (KHTML, like Gecko) Version/4.0.3 Safari/534.36.4",Hayes-Monroe,869991956434468,01/25,836,JCB 16 digit,Product designer,88.117.63.225,es,8.31
163,57 MF,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.819.0 Safari/5310","Miller, Reed and Molina",4054602121630669,10/24,969,Discover,Armed forces technical officer,200.42.50.127,es,23.37
164,99 ib,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),Dougherty-Wilson,4065614824967790,11/16,9556,American Express,Television/film/video producer,118.147.133.134,en,81.21
165,99 fU,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/533.8.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.8.3",Romero Inc,630497539738,07/22,532,Voyager,Water quality scientist,131.59.200.188,el,95.6
166,24 uq,PM,"Mozilla/5.0 (Windows CE) AppleWebKit/5320 (KHTML, like Gecko) Chrome/13.0.802.0 Safari/5320",Davis PLC,3337336355242963,01/23,873,Mastercard,Furniture conservator/restorer,103.89.18.90,en,86.88
167,68 PH,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5352 (KHTML, like Gecko) Chrome/14.0.862.0 Safari/5352",Torres Ltd,3112112486307228,07/20,3,Discover,Radio producer,248.30.138.238,de,82.5
168,31 Gh,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.868.0 Safari/5351",Hamilton PLC,30449252497493,10/25,621,VISA 13 digit,"Programmer, multimedia",244.159.126.125,zh,22.55
169,59 CS,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5341 (KHTML, like Gecko) Chrome/15.0.838.0 Safari/5341","Rodriguez, Contreras and Sparks",6011118388931150,10/25,177,Discover,"Scientist, biomedical",40.247.85.129,zh,62.09
170,15 bD,PM,Opera/8.94.(Windows NT 4.0; sl-SI) Presto/2.9.171 Version/11.00,"Gordon, Li and Sutton",4728945685958,01/22,2217,JCB 15 digit,"Psychologist, sport and exercise",7.99.59.95,ru,47.87
171,54 kr,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1),Craig PLC,3096836730739378,03/22,519,Mastercard,Merchant navy officer,185.150.58.39,fr,65.15
172,42 kd,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),Flores LLC,630482383977,11/22,489,JCB 15 digit,"Designer, television/film set",119.67.13.108,es,63.24
173,12 VI,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/15.0.844.0 Safari/5351","Ferrell, Cole and Dalton",6011174506757977,07/18,451,VISA 13 digit,Engineering geologist,100.80.75.62,en,25.64
174,69 Wh,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),Gomez-Guzman,630469710630,01/22,468,Discover,Health and safety inspector,155.143.88.163,es,92.68
175,86 PG,PM,Opera/9.26.(Windows 98; it-IT) Presto/2.9.183 Version/10.00,Butler Inc,30434540536443,09/22,593,VISA 16 digit,Naval architect,193.77.211.25,fr,68.18
176,20 NP,PM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5332 (KHTML, like Gecko) Chrome/13.0.855.0 Safari/5332",Campbell-Mcconnell,4924965220627227,07/18,990,VISA 13 digit,Barrister's clerk,0.120.197.128,de,80.31
177,33 IK,PM,Mozilla/5.0 (Windows NT 4.0; sl-SI; rv:1.9.0.20) Gecko/2014-09-27 03:48:26 Firefox/12.0,Braun-Floyd,6011784656657197,03/25,836,Mastercard,Chiropodist,167.84.198.199,el,99.72
178,21 PC,AM,Opera/8.85.(X11; Linux i686; it-IT) Presto/2.9.171 Version/12.00,Vargas Ltd,210011075624182,12/25,28,VISA 13 digit,Photographer,244.173.16.15,de,35.7
179,72 Io,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.876.0 Safari/5310","Kane, Rhodes and Sloan",869975032354493,10/21,872,JCB 15 digit,Psychiatric nurse,250.182.127.161,fr,99.79
180,69 Vy,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0 rv:4.0; en-US) AppleWebKit/533.2.2 (KHTML, like Gecko) Version/5.0.3 Safari/533.2.2",Lee-Anthony,4279933767698747,09/21,246,VISA 13 digit,"Engineer, chemical",55.197.14.87,pt,62.19
181,16 LG,AM,Opera/9.52.(X11; Linux i686; it-IT) Presto/2.9.163 Version/11.00,Rivera-Fox,378769978828204,07/19,594,Discover,"Scientist, research (medical)",89.69.74.124,de,18.14
182,82 CL,AM,Opera/8.32.(X11; Linux x86_64; it-IT) Presto/2.9.160 Version/12.00,Stanley PLC,4879939810639,02/19,115,JCB 16 digit,Personal assistant,104.159.169.201,en,9.98
183,52 Eg,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),"Lane, Graves and Coleman",3088842158087639,11/25,529,VISA 16 digit,Retail banker,69.198.36.193,fr,0.33
184,15 ZV,AM,Opera/9.90.(Windows 98; Win 9x 4.90; en-US) Presto/2.9.165 Version/12.00,"Floyd, Johnston and Cooper",180079508151707,06/17,532,JCB 16 digit,Advertising account planner,73.232.201.180,el,16.46
185,76 FD,AM,Opera/8.83.(Windows NT 5.1; it-IT) Presto/2.9.187 Version/11.00,Irwin-Morrison,5593709933050708,11/25,996,American Express,Art therapist,29.118.8.218,pt,69.05
186,51 GT,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5320 (KHTML, like Gecko) Chrome/14.0.804.0 Safari/5320",Ross-Butler,4191249950216,06/25,8015,JCB 16 digit,Forest/woodland manager,97.249.137.89,de,86.46
187,22 GU,AM,Opera/9.65.(Windows NT 6.2; it-IT) Presto/2.9.164 Version/10.00,Jones-Lyons,4254539013432,09/17,1868,American Express,"Psychologist, clinical",30.226.99.221,ru,61.61
188,97 MF,PM,Opera/9.91.(X11; Linux x86_64; en-US) Presto/2.9.174 Version/12.00,Nichols Inc,5163305587495966,05/17,671,VISA 13 digit,Research scientist (medical),251.184.182.128,pt,84.68
189,42 Ve,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sl-SI) AppleWebKit/535.36.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.36.2",Gray PLC,30190854610204,01/19,887,VISA 16 digit,Graphic designer,219.28.227.30,zh,3.8
190,36 Fk,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/5322 (KHTML, like Gecko) Chrome/13.0.810.0 Safari/5322",Silva Inc,180049839478996,04/23,599,VISA 13 digit,Scientific laboratory technician,127.127.238.193,el,9.94
191,23 ft,PM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sl-SI) AppleWebKit/533.25.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.25.3",Hernandez-Castillo,4389135772363179,01/25,643,VISA 13 digit,Licensed conveyancer,129.181.45.29,de,16.55
192,49 KL,PM,Opera/8.14.(Windows NT 6.1; en-US) Presto/2.9.178 Version/12.00,Fleming-Thornton,348665705301837,01/23,798,Maestro,"Engineer, building services",8.71.89.144,es,26.17
193,70 Fd,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-05-29 11:43:46 Firefox/3.6.17,Wilson-Dennis,30359256148796,02/22,62,JCB 16 digit,Energy engineer,189.183.41.220,pt,96.79
194,72 Xt,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_0) AppleWebKit/5350 (KHTML, like Gecko) Chrome/13.0.882.0 Safari/5350","Robinson, Horn and Mckinney",3096851679051669,10/16,104,JCB 16 digit,"Teacher, music",47.142.243.111,ru,83.78
195,61 zh,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9; rv:1.9.4.20) Gecko/2015-10-04 22:43:13 Firefox/3.6.13,Zuniga-Fowler,344142116336202,12/24,172,Discover,Oncologist,122.106.62.63,el,72.72
196,36 Tg,PM,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.807.0 Safari/5330","Zimmerman, Williams and Myers",3528419513742550,09/19,998,VISA 16 digit,Brewing technologist,105.83.242.124,ru,52.61
197,16 Sa,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),Jones and Sons,344016357497438,06/20,4497,Diners Club / Carte Blanche,Community arts worker,120.43.120.10,ru,28.92
198,73 AN,AM,Opera/8.37.(X11; Linux i686; en-US) Presto/2.9.164 Version/12.00,Downs Group,5538325638393422,10/22,454,American Express,"Therapist, drama",18.203.130.5,ru,93.34
199,71 ZP,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.46.5 (KHTML, like Gecko) Version/5.0.2 Safari/531.46.5","Zuniga, Cooper and Smith",210022920848132,08/25,108,JCB 16 digit,Theatre stage manager,28.81.204.206,zh,29.39
200,97 qN,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2015-12-21 14:16:20 Firefox/3.8,Barrett LLC,3096521249347703,10/21,155,Voyager,Water engineer,132.254.220.76,ru,22.37
201,46 KO,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1) AppleWebKit/5361 (KHTML, like Gecko) Chrome/15.0.887.0 Safari/5361",Brooks PLC,675996072772,11/23,930,American Express,Licensed conveyancer,22.238.192.168,el,93.07
202,09 rQ,PM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5330 (KHTML, like Gecko) Chrome/15.0.892.0 Safari/5330",Valenzuela PLC,5549558244757443,10/21,539,Discover,Software engineer,216.179.195.90,es,99.28
203,38 Uc,PM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0; rv:1.9.2.20) Gecko/2015-08-09 21:35:46 Firefox/3.6.18,"Petersen, Brown and Smith",4279801821931745,01/19,273,American Express,Geochemist,56.16.8.14,fr,78.54
204,30 yu,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sl-SI) AppleWebKit/533.45.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.45.6",Knight Inc,4419180400440,10/23,886,Diners Club / Carte Blanche,"Designer, industrial/product",118.231.8.139,el,11.61
205,89 nV,PM,Opera/9.55.(X11; Linux x86_64; sl-SI) Presto/2.9.179 Version/11.00,"Griffin, Johnson and Rasmussen",3158456773833320,02/20,491,Maestro,Nature conservation officer,232.104.20.24,de,74.31
206,61 jd,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.38.1 (KHTML, like Gecko) Version/4.0 Safari/531.38.1",Moore-Farmer,349495223618671,03/20,78,JCB 16 digit,"Production designer, theatre/television/film",41.109.170.120,pt,24.55
207,20 Fk,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5 rv:6.0; it-IT) AppleWebKit/532.19.5 (KHTML, like Gecko) Version/4.1 Safari/532.19.5",Brown-Gibson,5267455211365518,12/21,971,VISA 16 digit,"Development worker, community",152.102.175.64,de,37.87
208,52 Ja,PM,Mozilla/5.0 (Windows NT 6.2; sl-SI; rv:1.9.1.20) Gecko/2016-01-03 17:26:33 Firefox/3.8,"Rodriguez, Larson and Richards",5274698866011967,11/21,409,VISA 13 digit,Commercial art gallery manager,98.210.187.214,de,50.38
209,12 Ub,AM,Opera/9.33.(Windows NT 5.01; sl-SI) Presto/2.9.160 Version/10.00,"Edwards, Schroeder and Hines",869966899624714,11/19,857,VISA 16 digit,Exhibition designer,72.5.80.129,fr,50.49
210,58 Ce,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1),"Nelson, Johnson and Johns",675960891298,08/18,559,JCB 16 digit,"Education officer, environmental",159.164.6.186,it,20.99
211,94 Hp,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5) AppleWebKit/5350 (KHTML, like Gecko) Chrome/14.0.880.0 Safari/5350",Wiggins LLC,30012693571118,07/17,921,Discover,"Runner, broadcasting/film/video",101.179.255.167,ru,50.72
212,18 VV,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2011-03-21 05:10:42 Firefox/3.8,Harper and Sons,4571886751136,01/25,614,JCB 15 digit,"Pharmacist, hospital",203.52.250.19,it,83.37
213,25 HS,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; it-IT) AppleWebKit/531.47.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.47.6",Jordan PLC,630442987784,03/25,802,JCB 15 digit,Diagnostic radiographer,89.138.178.157,fr,5.06
214,46 zK,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2; rv:1.9.2.20) Gecko/2011-04-12 19:32:54 Firefox/7.0,Johnson-Love,3528794976474739,09/20,447,JCB 16 digit,"Engineer, civil (consulting)",6.73.100.31,fr,54.6
215,47 wZ,AM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/5321",Turner-Pitts,3528568557807883,09/23,690,JCB 16 digit,"Doctor, hospital",144.216.135.51,fr,90.95
216,07 lt,PM,Opera/9.26.(Windows 95; sl-SI) Presto/2.9.168 Version/11.00,Munoz Group,30039526126570,02/22,141,VISA 13 digit,"Teacher, adult education",108.191.76.105,de,9.04
217,54 EG,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),"Mercado, Lopez and Peters",6011885557169453,02/20,874,Discover,Sub,64.86.191.211,el,28.67
